id,metanetx_id,name,id_kegg,name_kegg
murein5px3p,MNXM5970,"Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)",,
murein5px4p,MNXM88338,"Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,
murein5px4px4p,MNXM87121,Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain),,
murein_lpp,MNXM148977,Braun lipoprotein conjugated with murein,,
mycolate,MNXM62714,Mycolate (2 cyclopropanated rings),,
myrisluc24,MNXM149117,Myristoyllipoteichoic acid (n=24),,
myrisnsu24,MNXM149118,Myristoyllipoteichoic acid (n=24),,
myrsACP,MNXM89779,Myristoyl-ACP (n-C14:0ACP),,
n2,MNXM724,Nitrogen,C00697,N2|Nitrogen|Nitrogen (JP17/NF)|Nitrogen (TN)
n2bdl4fn4m2masn,MNXM164986,N2bdl4fn4m2masn,,
n2bdl4n4m2masn,MNXM164987,N2bdl4n4m2masn,,
n2cdl4fn4m2masn,MNXM164988,N2cdl4fn4m2masn,,
n2cdl4n4m2masn,MNXM164989,N2cdl4n4m2masn,,
n2m2masn,MNXM6483,N2m2masn,,
n2m2mn,MNXM11301,N2m2mn,,
n2m2nm,MNXM8930,N2m2nm,,
n2m2nmasn,MNXM6345,N2m2nmasn,,
n2m2nmn,MNXM9086,N2m2nmn,,
n2o,MNXM579,Nitrous oxide,C00887,Dinitrogen monoxide|Dinitrogen oxide|N2O|Nitrous oxide|Nitrous oxide (JP17/USP)|Nitrous oxide (TN)
n2ppn,MNXM9868,2-Nitropropane,C02116,2-Nitropropane
n3l4fn4m2masn,MNXM164990,N3l4fn4m2masn,,
n3l4n4m2masn,MNXM164991,N3l4n4m2masn,,
n3m2masn,MNXM9347,N3m2masn,,
n3rm2masn,MNXM163518,N3rm2masn,,
n4abutn,MNXM1527,N4 Acetylaminobutanal,C05936,4-Acetamidobutanal|N4-Acetylaminobutanal
n4m2masn,MNXM9348,N4m2masn,,
n5m2masn,MNXM13407,N5m2masn,,
n6all26d,MNXM1759,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C04390,"N-Acetyl-LL-2,6-diaminoheptanedioate|N2-Acetyl-LL-2,6-diaminoheptanedioate|N2-Acetyl-LL-2,6-diaminopimelate|N6-Acetyl-L-2,6-diaminoheptanedioate|N6-Acetyl-L-2,6-diaminopimelate|N6-Acetyl-LL-2,6-diaminoheptanedioate|N6-Acetyl-LL-2,6-diaminopimelate"
n8aspmd,MNXM1679,N8-Acetylspermidine,C01029,N8-Acetylspermidine
na1,MNXM27,Sodium,C01330,Na+|Sodium cation|Sodium ion|Sodium(1+)
na15dap,MNXM6170,"N-3-aminopropyl-1,5-diaminopentane",C16565,Aminopropylcadaverine
nabl,MNXM12392,N-epsilon-acetyl-beta-lysine,,
nac,MNXM274,Nicotinate,C00253,3-Pyridinecarboxylic acid|Niacin|Niacin (USP)|Niacor (TN)|Niaspan (TN)|Nicotinate|Nicotinic acid|Nicotinic acid (JP17/INN)
nad,MNXM8,Nicotinamide adenine dinucleotide,C00003,DPN|Diphosphopyridine nucleotide|NAD|NAD+|Nadide|Nadide (JAN/USAN/INN)|Nicotinamide adenine dinucleotide|beta-NAD+
nadh,MNXM10,Nicotinamide adenine dinucleotide - reduced,C00004,DPNH|NADH|Reduced nicotinamide adenine dinucleotide
nadp,MNXM5,Nicotinamide adenine dinucleotide phosphate,C00006,NADP|NADP+|Nicotinamide adenine dinucleotide phosphate|TPN|Triphosphopyridine nucleotide|beta-NADP+|beta-Nicotinamide adenine dinucleotide phosphate
nadph,MNXM6,Nicotinamide adenine dinucleotide phosphate - reduced,C00005,NADPH|Reduced nicotinamide adenine dinucleotide phosphate|TPNH
naglc2p,MNXM818,N-Acetyl-D-glucosaminyldiphosphodolichol,C04500,N-Acetyl-D-glucosaminyl-diphosphodolichol|N-Acetyl-D-glucosaminyldiphosphodolichol
naglc2p_U,MNXM12353,Naglc2p U,,
naglc2p__L,MNXM148369,Naglc2p L,,
nal2a6o,MNXM1872,N-Acetyl-L-2-amino-6-oxopimelate,C05539,L-2-Acetamido-6-oxoheptanedioate|L-2-Acetamido-6-oxopimelate|N-Acetyl-L-2-amino-6-oxopimelate
nbl4fn4m2masn,MNXM164998,Nbl4fn4m2masn,,
nbl4n4m2masn,MNXM164999,Nbl4n4m2masn,,
ncam,MNXM216,Nicotinamide,C00153,Niacinamide|Niacinamide (USP)|Nicotinamide|Nicotinamide (JP17/INN)|Nicotinic acid amide|Vitamin PP
ncl4fn4m2masn,MNXM165000,Ncl4fn4m2masn,,
ncl4n4m2masn,MNXM165001,Ncl4n4m2masn,,
ndl4fn4m2masn,MNXM165002,Ndl4fn4m2masn,,
ndl4n4m2masn,MNXM165003,Ndl4n4m2masn,,
nebari,MNXM2846,Nebularine,C01736,N-D-Ribosylpurine|Nebularine|Purine riboside
nebari,MNXM2846,Nebularine,C15586,N-D-Ribosylpurine|Purine nucleoside|Purine ribonucleoside
neoxan,MNXM3211,Neoxanthin,C08606,Neoxanthin|all-trans-Neoxanthin
neuspn,MNXM949,Neurosporene,C05431,all-trans-Neurosporene
nflgln,MNXM90092,N-Formimino-L-glutamate,C00439,N-Formimidoyl-L-glutamate|N-Formimino-L-glutamate
nfmalm,MNXM2024,N-Formyl maleamic acid,C18232,N-Formylmaleamic acid
nformanth,MNXM165014,Nformanth,,
nh3,MNXM15,Ammonia,C00014,"Ammonia|Ammonia solution, strong (NF)|NH3"
nh3,MNXM15,Ammonia,C01342,Ammonia ion|Ammonium(1+)|NH4+
nh4,MNXM15,Ammonium,C00014,"Ammonia|Ammonia solution, strong (NF)|NH3"
nh4,MNXM15,Ammonium,C01342,Ammonia ion|Ammonium(1+)|NH4+
nh4oh,MNXM146119,Ammonium hydroxide,C01358,Ammonia water (JP17)|Ammonia water (TN)|Ammonium hydroxide|NH4OH
ni2,MNXM1847,Nickel,C00291,Nickel
nicrns,MNXM1915,Nicotinate D-ribonucleoside,C05841,Nicotinate D-ribonucleoside|beta-D-Ribosylnicotinate
nicrnt,MNXM194,Nicotinate D-ribonucleotide,C01185,Nicotinate D-ribonucleotide|Nicotinate ribonucleotide|Nicotinic acid ribonucleotide|beta-Nicotinate D-ribonucleotide
nifedipine,MNXM12466,Nifedipine,C07266,Adalat (TN)|Afeditab CR (TN)|Nifedipine|Nifedipine (JP17/USP/INN)|Procardia (TN)
nl3fn3m2masn,MNXM165016,Nl3fn3m2masn,,
nl3n3m2masn,MNXM165017,Nl3n3m2masn,,
nm2masn,MNXM9489,Nm2masn,,
nm4masn,MNXM9490,Nm4masn,,
nmn,MNXM355,NMN,C00455,NMN|Nicotinamide D-ribonucleotide|Nicotinamide mononucleotide|Nicotinamide nucleotide|Nicotinamide ribonucleotide|beta-Nicotinamide D-ribonucleotide|beta-Nicotinamide mononucleotide|beta-Nicotinamide ribonucleotide
nmptrc,MNXM2704,Nmptrc,C02723,N-Methylputrescine
nmthsrtn,MNXM91663,Nmthsrtn,,
no,MNXM228,Nitric oxide,C00533,INOmax (TN)|NO|Nitric oxide|Nitric oxide (JAN)|Nitrogen monoxide
no2,MNXM107,Nitrite,C00088,Nitrite
no3,MNXM207,Nitrate,C00244,Nitrate|Nitric acid|Nitric acid (NF)
nona,MNXM12480,Nonanoate,C01601,Nonanoate|Nonanoic acid|Pelargonic acid
nonal,MNXM19927,Nonanal,,
nop,MNXM3248,D-Nopaline,C01682,"D-Nopaline|N-[(1S)-4-Carbamimidamido-1-carboxybutyl]-D-glutamic acid|N2-(D-1,3-Dicarboxypropyl)-L-arginine|Nopaline"
normete__L,MNXM3674,Normete L,C05589,L-Normetanephrine
novbcn,MNXM65002,Novobiocin,C05080,Novobiocin
npthl,MNXM163871,Npthl,,
npthld,MNXM842,"Naphthalene-1,2-diol",C03012,"1,2-Dihydroxynaphthalene|1,2-Naphthalenediol|Naphthalene-1,2-diol|beta-Naphthohydroquinone"
nrpphr,MNXM31869,Nrpphr,C00547,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol|Arterenol|L-Noradrenaline|Nor adrenalin (TN)|Noradrenaline|Noradrenaline (JP17)|Norepinephrine|Norepinephrine (INN)"
nrpphrsf,MNXM12967,Nrpphrsf,,
nrvnc,MNXM91251,Nrvnc,,
nrvnccoa,MNXM5851,Nrvnccoa,,
nrvnccrn,MNXM8942,Nrvnccrn,,
ntm2amep,MNXM91664,Ntm2amep,,
nwharg,MNXM92470,Nwharg,,
o16a2und,MNXM31520,(O16 antigen)x2 undecaprenyl diphosphate,,
o16a3und,MNXM31521,(O16 antigen)x3 undecaprenyl diphosphate,,
o16a4colipa,MNXM91789,(O16 antigen)x4 core oligosaccharide lipid A,,
o16a4und,MNXM31523,(O16 antigen)x4 undecaprenyl diphosphate,,
o16aund,MNXM65211,O16 antigen undecaprenyl diphosphate,,
o2,MNXM4,O2,C00007,O2|Oxygen|Oxygen (JP17/USP)
o2D,MNXM147527,O2 (Dummy metabolite to resolve Type IV path),,
o2s,MNXM330,Superoxide anion,C00704,O2-|O2.-|Superoxide anion
o6a4colipa,MNXM149143,O6 antigen x4 core oligosaccharide lipid A,,
oaa,MNXM46,Oxaloacetate,C00036,2-Oxobutanedioic acid|2-Oxosuccinic acid|Oxalacetic acid|Oxaloacetate|Oxaloacetic acid|keto-Oxaloacetate
oagd3_cho,MNXM39611,9-O-Acetylated GD3,,
oagd3_hs,MNXM6987,Oagd3 hs,,
oagt3_cho,MNXM162912,9-O-Acetylated GT3,,
oagt3_hs,MNXM6988,Oagt3 hs,,
obfool,MNXM2144,Obtusifoliol,C01943,"4alpha,14alpha-Dimethyl-24-methylene-5alpha-cholesta-8-en-3beta-ol|4alpha,14alpha-Dimethyl-5alpha-ergosta-8,24(28)-dien-3beta-ol|Obtusifoliol"
oc2coa,MNXM784,Trans-Oct-2-enoyl-CoA,C05276,(2E)-Octenoyl-CoA|trans-Oct-2-enoyl-CoA
ocACP,MNXM90185,Octanoyl-ACP (n-C8:0ACP),,
oca,MNXM114347,4-oxalcitromalate,,
occoa,MNXM342,Octanoyl-CoA (n-C8:0CoA),C01944,Octanoyl-CoA
ocdca,MNXM236,Octadecanoate (n-C18:0),C01530,Octadecanoic acid|Stearate|Stearic acid|Stearic acid (JP17/NF)|Stearic acid (TN)
ocdcaACP,MNXM3075,Octadecanoyl-ACP (n-C18:0ACP),,
ocdcal,MNXM2269,Octadecanal,C01838,Octadecanal
ocdcap,MNXM147528,Octadecanoyl-phosphate (n-C18:0),,
ocdccoa,MNXM4755,Octadecanoyl-coa,,
ocdce9a,MNXM145602,Octadecenoate (18:1(9Z)),,
ocdce9coa,MNXM686,(9Z)-octadecenoyl-coa,C00510,(9Z)-Octadecenoyl-CoA|Oleoyl-CoA
ocdcea,MNXM306,Octadecenoate (n-C18:1),C00712,(9Z)-Octadecenoic acid|(Z)-Octadec-9-enoic acid|Oleate|Oleic acid|Oleic acid  (NF)
ocdceap,MNXM147529,Octadecanoyl-phosphate (n-C18:1),,
ocdcecoa,MNXM145583,(11Z)-octadecenoyl-coa,,
ocdcya,MNXM4069,Octadecadienoate n C182,,
ocdcyaACP,MNXM5248,Octadecynoyl ACP n C182ACP,,
ocdececrn,MNXM163638,11-octadecenoyl carnitine,,
ocdycacoa,MNXM1768,Octadecynoyl CoA n C182CoA,,
octa,MNXM750,Octanoate (n-C8:0),C06423,Caprylic acid|Caprylic acid (NF)|Octanoic acid|Octanoic acid (USAN/INN)|Octylic acid
octal,MNXM2705,Octanal,C01545,1-Caprylaldehyde|1-Octaldehyde|1-Octanal|1-Octylaldehyde
octapb,MNXM147531,Octanoate (protein bound),,
octdp,MNXM811,All-trans-Octaprenyl diphosphate,C04146,Farnesylfarnesylgeraniol|all-trans-Octaprenyl diphosphate
octdp_5,MNXM15817,All-trans-Octaprenyl diphosphate (5 repeating units),,
octe9ACP,MNXM146128,Cis-octadec-9-enoyl-[acyl-carrier protein] ((9Z)-n-C18:1),,
octeACP,MNXM89950,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),,
octe_6_9_12_15_ACP,MNXM147530,OctadecatetraenoilACP,,
octe_6_9_12_ACP,MNXM147472,G-linolenoilACP,,
octe_9_12_15_ACP,MNXM147025,A-lineloyl-ACP (n-C18 3ACP),,
octe_9_12_ACP,MNXM146580,Linoleoyl-ACP (n-C18 2ACP),,
octe_9_ACP,MNXM147065,Cis-octadec-9-enoyl-[acyl-carrier protein] (n-C18 1),,
octp,MNXM3008,Octopine,C04137,"Arginine, N2-(1-carboxyethyl)-, L-|D-(+)-Octopine|D-Octopine|L-Arginine, N2-(1-carboxyethyl)-, (R)-|L-Arginine, N2-[(1R)-1-carboxyethyl]-|N2-(1-Carboxyethyl)-L-arginine|N2-(D-1-Carboxyethyl)-L-arginine|Octopine"
od2coa,MNXM954,Trans-Octadec-2-enoyl-CoA,C16218,(2E)-Octadecenoyl-CoA|trans-Octadec-2-enoyl-CoA
odecoa,MNXM1848,Octadecenoyl-CoA (n-C18:1CoA),,
odecrn,MNXM8956,Odecrn,,
ogmeACP,MNXM147799,3-Oxo-glutaryl-[acyl-carrier protein] methyl ester,,
oh1,MNXM2,Hydroxide ion,C00001,"H2O|Purified water (JP17)|Purified water in containers (JP17)|Sterile purified water in containers (JP17)|Sterile water (TN)|Water|Water (JP17/USP)|Water for injection (JP17)|Water for injection in containers (JP17)|Water, purified (USP)"
ohepa,MNXM114343,2-oxoheptanedioic acid,,
ohexa,MNXM6073,2-oxohexanedioic acid,,
ohpb,MNXM1514,2-Oxo-3-hydroxy-4-phosphobutanoate,C06054,(3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate|2-Oxo-3-hydroxy-4-phosphobutanoate|alpha-Keto-3-hydroxy-4-phosphobutyrate
omaenol,MNXM90601,"4-Carboxy-2-hydroxyhexa-2,4-dienedioate",,
omaketo,MNXM114348,4-oxalomesaconate (keto form),,
omcho,MNXM146425,Outer Membrane Cytochrome c type oxidized (high potential),,
omchr,MNXM146424,Outer Membrane Cytochrome c reduced (high potential),,
omclo,MNXM147532,Outer Membrane Cytochrome c type oxidized (low potential),,
omclr,MNXM147533,Outer Membrane Cytochrome c type reduced 1(low potential),,
omdtria,MNXM12508,Octa-methyl dotriacontanoic acid (C32:0 with 7 methyl branches),,
omeprazole,MNXM3681,Omeprazole,,
omhdecacid,MNXM163916,W-hydroxydecanoicacid,,
omppp9,MNXM1352,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester,C11830,13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester|13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester
omtta,MNXM4754,"Octa-methyl tetracontatricosanoic acid (C34:0, 8 methyl-branched carbons)",,
onpthl,MNXM12425,Onpthl,,
op4en,MNXM312,2-Oxopent-4-enoate,,
opmeACP,MNXM147801,3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester,,
oretn,MNXM6902,Oretn,,
orn,MNXM89689,Ornithine,C00077,"(S)-2,5-Diaminopentanoate|(S)-2,5-Diaminopentanoic acid|(S)-2,5-Diaminovaleric acid|L-Ornithine|Ornithine (INN)"
orn,MNXM89689,Ornithine,C01602,"2,5-Diaminopentanoate|2,5-Diaminopentanoic acid|2,5-Diaminovaleric acid|Ornithine"
orn__D,MNXM1148,Orn D,C00515,D-Ornithine
orn__L,MNXM89689,L Ornithine,C00077,"(S)-2,5-Diaminopentanoate|(S)-2,5-Diaminopentanoic acid|(S)-2,5-Diaminovaleric acid|L-Ornithine|Ornithine (INN)"
orn__L,MNXM89689,L Ornithine,C01602,"2,5-Diaminopentanoate|2,5-Diaminopentanoic acid|2,5-Diaminovaleric acid|Ornithine"
orot,MNXM235,Orotate,C00295,Orotate|Orotic acid|Orotic acid (JAN)|Uracil-6-carboxylic acid
orot5p,MNXM519,Orotidine 5'-phosphate,C01103,Orotidine 5'-phosphate|Orotidylic acid
oxa,MNXM291,Oxalate,C00209,Ethanedioic acid|Oxalate|Oxalic acid
oxadpcoa,MNXM1264,3-Oxoadipyl-CoA,C02232,3-Oxoadipyl-CoA|beta-Ketoadipyl-CoA
oxag,MNXM2929,Oxaloglutarate,C05533,Oxaloglutarate
oxalc,MNXM6068,4-oxalocrotonate,C03453,(Z)-5-Oxohex-2-enedioate|4-Oxalocrotonate|gamma-Oxalocrotonate
oxalcoa,MNXM618,Oxalyl-CoA,C00313,Oxalyl-CoA
oxam,MNXM3329,Oxamate,C01444,Oxalic monoamide|Oxamate|Oxamic acid
oxglyc,MNXM523,Oxaloglycolate,C03459,2-Hydroxy-3-oxosuccinate|Oxaloglycolate
oxptn,MNXM1410,5-Oxopentanoate,C03273,5-Oxopentanoate|Glutarate semialdehyde
oxur,MNXM1088,Oxalureate,C00802,Monooxalylurea|N-Carbamoyl-2-oxoglycine|Oxalurate|Oxalureate|Oxaluric acid
p_tol,MNXM3331,P-toluate,,
p_xyl,MNXM3685,P-methyltoluene,C06756,"1,4-Dimethylbenzene|p-Methyltoluene|p-Xylene"
pa,MNXM145797,"Pinolenic acid (18:3(5Z,9Z,12Z))",,
pa120,MNXM90509,"1,2-didodecanoyl-sn-glycerol 3-phosphate",,
pa140,MNXM51017,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",,
pa141,MNXM90512,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",,
pa160,MNXM17312,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",,
pa16018111Z,MNXM145834,"1-hexadecanoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa1601819Z,MNXM145699,"1-hexadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa160190,MNXM5402,"1,2-sn-glycerol 3-phosphate",,
pa161,MNXM90510,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",,
pa180,MNXM51279,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",,
pa1801819Z,MNXM145678,"1-octadecanoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa1801829Z12Z,MNXM148597,"1-octadecanoyl,2-(9Z,12Z)-octadecadienoyl-sn-glycerol 3-phosphate",,
pa1801835Z9Z12Z,MNXM148595,"1-octadecanoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate",,
pa1801845Z9Z12Z15Z,MNXM148596,"1-octadecanoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate",,
pa181,MNXM90511,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",,
pa18111Z160,MNXM145696,"1-(11Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate",,
pa18111Z18111Z,MNXM145833,"1-(11Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa18111Z1819Z,MNXM145677,"1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa18111Z1829Z12Z,MNXM148584,"1-(11Z)-octadecenoyl,2-(9Z,12Z)-octadecadienoyl-sn-glycerol 3-phosphate",,
pa18111Z1835Z9Z12Z,MNXM148582,"1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate",,
pa18111Z1845Z9Z12Z15Z,MNXM148583,"1-(11Z)-octadecenoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate",,
pa1819Z160,MNXM145698,"1-(9Z)-octadecenoyl,2-hexadecanoyl-sn-glycerol 3-phosphate",,
pa1819Z1619Z,MNXM147356,"1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl-sn-glycerol 3-phosphate",,
pa1819Z18111Z,MNXM145697,"1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa1819Z1819Z,MNXM145676,"1,2-di-(9Z)-octadecenoyl-sn-glycerol 3-phosphate",,
pa1819Z1829Z12Z,MNXM148589,"1-(9Z)-octadecenoyl,2-(9Z,12Z)-octadecadienoyl-sn-glycerol 3-phosphate",,
pa1819Z1835Z9Z12Z,MNXM148587,"1-(9Z)-octadecenoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate",,
pa1819Z1845Z9Z12Z15Z,MNXM148588,"1-(9Z)-octadecenoyl,2-(5Z,9Z,12Z,15Z)-octadecatetraenoyl-sn-glycerol 3-phosphate",,
pa181_9,MNXM147355,"1,2-dioctadec-9-enoyl-sn-glycerol 3-phosphate",,
pa1829Z12Z1835Z9Z12Z,MNXM148590,"1-(9Z,12Z)-octadecadienoyl,2-(5Z,9Z,12Z)-octadecatrienoyl-sn-glycerol 3-phosphate",,
pa182_9_12,MNXM147354,"1,2-dioctadec-9-12-dienoyl-sn-glycerol 3-phosphate",,
pa183_6_9_12,MNXM147352,"1,2-dioctadec-6-9-12-trienoyl-sn-glycerol 3-phosphate",,
pa183_9_12_15,MNXM147353,"1,2-dioctadec-9-12-15-trienoyl-sn-glycerol 3-phosphate",,
pa184_6_9_12_15,MNXM147351,"1,2-dioctadec-6-9-12-15-tetraenoyl-sn-glycerol 3-phosphate",,
pa190190,MNXM7962,"1,2-sn-glycerol 3-phosphate",,
pa2_ST,MNXM147511,Membrane phosphatidate mixture,,
pa_EC,MNXM96054,Phosphatidate (E.coli),C00416,"1,2-Diacyl-sn-glycerol 3-phosphate|3-sn-Phosphatidate|Phosphatidate|Phosphatidic acid"
pa_Hp,MNXM7646,Phosphatidic acid Hp specific,,
pa_SA,MNXM91010,Phosphatidate (Saureus),,
pa_SC,MNXM2554,Phosphatidate (yeast specific),,
pa_cho,MNXM162299,Phosphatidate(2-),,
pa_hs,MNXM77635,Pa hs,,
pa_hs_16_0_16_0,MNXM146428,Pa hs 16 0 16 0,,
pa_hs_16_0_18_0,MNXM147250,Pa hs 16 0 18 0,,
pa_hs_16_0_18_1,MNXM146429,Pa hs 16 0 18 1,,
pa_hs_16_0_18_2,MNXM146430,Pa hs 16 0 18 2,,
pa_hs_16_0_20_4,MNXM147251,Pa hs 16 0 20 4,,
pa_hs_18_0_18_0,MNXM147252,Pa hs 18 0 18 0,,
pa_hs_18_0_18_1,MNXM147253,Pa hs 18 0 18 1,,
pa_hs_18_0_18_2,MNXM147254,Pa hs 18 0 18 2,,
pa_hs_18_0_20_4,MNXM147272,"Phosphatidic acid (homo sapiens, C18:0, C20:4) cytosol",,
pa_hs_18_1_18_1,MNXM146431,Pa hs 18 1 18 1,,
pa_hs_18_1_18_2,MNXM146432,Pa hs 18 1 18 2,,
pa_hs_18_1_20_4,MNXM147255,Pa hs 18 1 20 4,,
pa_hs_18_2_16_0,MNXM147273,"Phosphatidic acid (homo sapiens, C18:2, C16:0)",,
pa_hs_18_2_18_1,MNXM147274,"Phosphatidic acid (homo sapiens, C18:2, C18:1)",,
pa_hs_18_2_18_2,MNXM147256,Pa hs 18 2 18 2,,
pa_hs_18_2_20_4,MNXM147257,Pa hs 18 2 20 4,,
pa_hs_20_4_20_4,MNXM147258,Pa hs 20 4 20 4,,
pac,MNXM497,Phenylacetic acid,C00548,"Acetic acid,phenyl ester|Acetylphenol|Phenyl acetate"
pac,MNXM497,Phenylacetic acid,C07086,Benzeneacetic acid|Benzylformic acid|Phenylacetate|Phenylacetic acid
pac,MNXM497,Phenylacetic acid,C15583,Phenyl acetate
pacald,MNXM473,Phenylacetaldehyde,C00601,Phenylacetaldehyde|alpha-Tolualdehyde
pacoa,MNXM145692,Pinolenyl-coa,,
pad,MNXM2073,2 Phenylacetamide,C02505,2-Phenylacetamide|alpha-Phenylacetamide
paf_cho,MNXM162883,1-alkyl 2-acteylglycerol 3-phosphocholine,,
paf_hs,MNXM1973,Paf hs,C04598,2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine|PAF|Platelet-activating factor
pail18111Z160,MNXM146483,"1-Phosphatidyl-D-myo-inositol (1-(11Z)-octadecenoyl,2-hexadecanoyl, 18:1(11Z)/16:0)",,
pail1819Z160,MNXM146484,"1-Phosphatidyl-D-myo-inositol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)",,
pail345p_cho,MNXM106,"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-)",C05981,"1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4',5'-bisphosphate)|1-Phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate|Phosphatidylinositol-3,4,5-trisphosphate"
pail345p_hs,MNXM90654,Pail345p hs,,
pail345p_hs_16_0_16_0,MNXM147544,Pail345p hs 16 0 16 0,,
pail345p_hs_16_0_18_0,MNXM147545,Pail345p hs 16 0 18 0,,
pail345p_hs_16_0_18_1,MNXM147546,Pail345p hs 16 0 18 1,,
pail345p_hs_16_0_18_2,MNXM147547,Pail345p hs 16 0 18 2,,
pail345p_hs_16_0_20_4,MNXM147548,Pail345p hs 16 0 20 4,,
pail345p_hs_18_0_18_0,MNXM147549,Pail345p hs 18 0 18 0,,
pail345p_hs_18_0_18_1,MNXM147550,Pail345p hs 18 0 18 1,,
pail345p_hs_18_0_18_2,MNXM147551,Pail345p hs 18 0 18 2,,
pail345p_hs_18_0_20_4,MNXM147552,Pail345p hs 18 0 20 4,,
pail345p_hs_18_1_18_1,MNXM147553,Pail345p hs 18 1 18 1,,
pail345p_hs_18_1_18_2,MNXM147554,Pail345p hs 18 1 18 2,,
pail345p_hs_18_1_20_4,MNXM147555,Pail345p hs 18 1 20 4,,
pail345p_hs_18_2_18_2,MNXM147556,Pail345p hs 18 2 18 2,,
pail345p_hs_18_2_20_4,MNXM147557,Pail345p hs 18 2 20 4,,
pail345p_hs_20_4_20_4,MNXM147558,Pail345p hs 20 4 20 4,,
pail34p_cho,MNXM209,"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)",C11554,"1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',4'-bisphosphate)|1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate"
pail34p_hs,MNXM90428,Pail34p hs,,
pail34p_hs_16_0_16_0,MNXM148393,Pail34p hs 16 0 16 0,,
pail34p_hs_16_0_18_0,MNXM148394,Pail34p hs 16 0 18 0,,
pail34p_hs_16_0_18_1,MNXM148395,Pail34p hs 16 0 18 1,,
pail34p_hs_16_0_18_2,MNXM148396,Pail34p hs 16 0 18 2,,
pail34p_hs_16_0_20_4,MNXM148397,Pail34p hs 16 0 20 4,,
pail34p_hs_18_0_18_0,MNXM148398,Pail34p hs 18 0 18 0,,
pail34p_hs_18_0_18_1,MNXM148399,Pail34p hs 18 0 18 1,,
pail34p_hs_18_0_18_2,MNXM148400,Pail34p hs 18 0 18 2,,
pail34p_hs_18_0_20_4,MNXM148401,Pail34p hs 18 0 20 4,,
pail34p_hs_18_1_18_1,MNXM148402,Pail34p hs 18 1 18 1,,
pail34p_hs_18_1_18_2,MNXM148403,Pail34p hs 18 1 18 2,,
pail34p_hs_18_1_20_4,MNXM148404,Pail34p hs 18 1 20 4,,
pail34p_hs_18_2_18_2,MNXM148405,Pail34p hs 18 2 18 2,,
pail34p_hs_18_2_20_4,MNXM148406,Pail34p hs 18 2 20 4,,
pail34p_hs_20_4_20_4,MNXM148407,Pail34p hs 20 4 20 4,,
pail35p_cho,MNXM170,"1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-)",C11556,"1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3',5'-bisphosphate)|1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate"
